1.000000000000000000e+00 2.000000000000000000e+00 3.792889087126430914e-01
1.000000000000000000e+00 3.000000000000000000e+00 5.469212216277516969e-01
1.000000000000000000e+00 4.000000000000000000e+00 6.090931982639914422e-01
1.000000000000000000e+00 5.000000000000000000e+00 5.798227278674616958e-01
1.000000000000000000e+00 6.000000000000000000e+00 4.604735879092876627e-01
1.000000000000000000e+00 7.000000000000000000e+00 3.918043508873869651e-01
1.000000000000000000e+00 8.000000000000000000e+00 3.767598234113063160e-01
1.000000000000000000e+00 9.000000000000000000e+00 4.394532689055331565e-01
1.000000000000000000e+00 1.000000000000000000e+01 1.422919363962580896e-01
1.000000000000000000e+00 1.100000000000000000e+01 3.178133358938574071e-01
1.000000000000000000e+00 1.200000000000000000e+01 2.076210687491459317e-01
1.000000000000000000e+00 1.300000000000000000e+01 3.027484895112887431e-01
1.000000000000000000e+00 1.400000000000000000e+01 3.315407788347315421e-01
1.000000000000000000e+00 1.500000000000000000e+01 2.392344814082596194e-01
1.000000000000000000e+00 1.600000000000000000e+01 2.751219746188916515e-01
1.000000000000000000e+00 1.700000000000000000e+01 2.967839907351407236e-01
1.000000000000000000e+00 1.800000000000000000e+01 3.553459985165093871e-01
1.000000000000000000e+00 1.900000000000000000e+01 4.651319536670587285e-01
1.000000000000000000e+00 2.000000000000000000e+01 5.376984004273290818e-01
1.000000000000000000e+00 2.100000000000000000e+01 5.956456774206526639e-01
1.000000000000000000e+00 2.200000000000000000e+01 1.408808124613327162e-01
1.000000000000000000e+00 2.300000000000000000e+01 2.865412831117201686e-01
1.000000000000000000e+00 2.400000000000000000e+01 2.077352340469727776e-01
1.000000000000000000e+00 2.500000000000000000e+01 2.561141111060781239e-01
1.000000000000000000e+00 2.600000000000000000e+01 1.830090349722547638e-01
1.000000000000000000e+00 2.700000000000000000e+01 3.023511338594535580e-01
1.000000000000000000e+00 2.800000000000000000e+01 1.644838911748351395e-01
1.000000000000000000e+00 2.900000000000000000e+01 2.528838809466755766e-01
1.000000000000000000e+00 3.000000000000000000e+01 3.358303798264743456e-01
1.000000000000000000e+00 3.100000000000000000e+01 2.442436985692311158e-01
1.000000000000000000e+00 3.200000000000000000e+01 4.610161835884787340e-01
1.000000000000000000e+00 3.300000000000000000e+01 4.670028960859247680e-01
1.000000000000000000e+00 3.400000000000000000e+01 4.670028960859247680e-01
1.000000000000000000e+00 3.500000000000000000e+01 9.999999999999998890e-01
1.000000000000000000e+00 3.600000000000000000e+01 4.592060387914197461e-01
1.000000000000000000e+00 3.700000000000000000e+01 4.991329624633757400e-01
1.000000000000000000e+00 3.800000000000000000e+01 3.473008041604542795e-01
1.000000000000000000e+00 3.900000000000000000e+01 5.035373684724057108e-01
1.000000000000000000e+00 4.000000000000000000e+01 2.784409332029910700e-01
1.000000000000000000e+00 4.100000000000000000e+01 5.883812402009738207e-01
1.000000000000000000e+00 4.200000000000000000e+01 3.243826751699557254e-01
1.000000000000000000e+00 4.300000000000000000e+01 2.475743351065805009e-01
1.000000000000000000e+00 4.400000000000000000e+01 2.801056686954090935e-01
1.000000000000000000e+00 4.500000000000000000e+01 1.986392986572355079e-01
1.000000000000000000e+00 4.600000000000000000e+01 3.648187842829277994e-01
1.000000000000000000e+00 4.700000000000000000e+01 3.620796194322526973e-01
1.000000000000000000e+00 4.800000000000000000e+01 5.035373684724057108e-01
1.000000000000000000e+00 4.900000000000000000e+01 3.616020347937303203e-01
1.000000000000000000e+00 5.000000000000000000e+01 2.801056686954090935e-01
1.000000000000000000e+00 5.100000000000000000e+01 3.863709298708547513e-01
1.000000000000000000e+00 5.200000000000000000e+01 3.417606466596461168e-01
1.000000000000000000e+00 5.300000000000000000e+01 3.468708878139297735e-01
1.000000000000000000e+00 5.400000000000000000e+01 2.754907986007437137e-01
1.000000000000000000e+00 5.500000000000000000e+01 3.273823412429567314e-01
1.000000000000000000e+00 5.600000000000000000e+01 3.397650583221201170e-01
1.000000000000000000e+00 5.700000000000000000e+01 2.048936709861271521e-01
1.000000000000000000e+00 5.800000000000000000e+01 2.100480281873032262e-01
1.000000000000000000e+00 5.900000000000000000e+01 2.112217055111101915e-01
1.000000000000000000e+00 6.000000000000000000e+01 2.234583647196146938e-01
1.000000000000000000e+00 6.100000000000000000e+01 1.834376907223918551e-01
1.000000000000000000e+00 6.200000000000000000e+01 2.792346112311272499e-01
1.000000000000000000e+00 6.300000000000000000e+01 3.730527706874368077e-01
1.000000000000000000e+00 6.400000000000000000e+01 3.085139741612469844e-01
1.000000000000000000e+00 6.500000000000000000e+01 4.218030579781278933e-01
1.000000000000000000e+00 6.600000000000000000e+01 4.218030579781278933e-01
1.000000000000000000e+00 6.700000000000000000e+01 5.455963337568648930e-01
1.000000000000000000e+00 6.800000000000000000e+01 5.455963337568648930e-01
1.000000000000000000e+00 6.900000000000000000e+01 4.107533180102029280e-01
1.000000000000000000e+00 7.000000000000000000e+01 3.900744808253195361e-01
1.000000000000000000e+00 1.010000000000000000e+02 1.457366327239159043e-01
1.000000000000000000e+00 1.020000000000000000e+02 1.457366327239159043e-01
1.000000000000000000e+00 1.030000000000000000e+02 1.457366327239159043e-01
1.000000000000000000e+00 1.040000000000000000e+02 1.806709629175591303e-01
1.000000000000000000e+00 1.050000000000000000e+02 1.235101662141526724e-01
1.000000000000000000e+00 1.060000000000000000e+02 2.320782102850003636e-01
1.000000000000000000e+00 1.070000000000000000e+02 1.457366327239159043e-01
1.000000000000000000e+00 1.080000000000000000e+02 4.250615516668901361e-03
1.000000000000000000e+00 1.090000000000000000e+02 3.262995222754728197e-01
1.000000000000000000e+00 1.100000000000000000e+02 9.399394875988202613e-02
1.000000000000000000e+00 1.110000000000000000e+02 6.847462647205901365e-02
1.000000000000000000e+00 1.120000000000000000e+02 2.470445510680158718e-01
1.000000000000000000e+00 1.130000000000000000e+02 1.706946270258623000e-01
1.000000000000000000e+00 1.140000000000000000e+02 2.922647515421918918e-01
1.000000000000000000e+00 1.150000000000000000e+02 2.599309499113912625e-01
1.000000000000000000e+00 1.160000000000000000e+02 5.324025325679825754e-02
1.000000000000000000e+00 1.170000000000000000e+02 2.392243767677283417e-01
1.000000000000000000e+00 1.180000000000000000e+02 1.875443127430579116e-01
1.000000000000000000e+00 1.190000000000000000e+02 3.262995222754728197e-01
1.000000000000000000e+00 1.200000000000000000e+02 1.577479713823763674e-01
1.000000000000000000e+00 1.210000000000000000e+02 1.218981372266305652e-01
1.000000000000000000e+00 1.220000000000000000e+02 2.049116695450681480e-01
1.000000000000000000e+00 1.230000000000000000e+02 1.524263235850276677e-01
1.000000000000000000e+00 1.240000000000000000e+02 2.838530198557552842e-01
1.000000000000000000e+00 1.250000000000000000e+02 2.941601560931027537e-01
1.000000000000000000e+00 1.260000000000000000e+02 2.941601560931027537e-01
1.000000000000000000e+00 1.270000000000000000e+02 -2.099786036500534206e-02
1.000000000000000000e+00 1.280000000000000000e+02 1.660559262021502891e-01
1.000000000000000000e+00 1.290000000000000000e+02 1.660559262021502891e-01
1.000000000000000000e+00 1.300000000000000000e+02 2.895819983871259495e-01
1.000000000000000000e+00 1.310000000000000000e+02 2.235053410137666507e-01
1.000000000000000000e+00 1.320000000000000000e+02 1.585792506358638110e-01
1.000000000000000000e+00 1.330000000000000000e+02 1.513148156163511837e-01
1.000000000000000000e+00 1.340000000000000000e+02 2.812536659784704574e-01
1.000000000000000000e+00 1.350000000000000000e+02 1.944168296003697671e-01
1.000000000000000000e+00 1.360000000000000000e+02 1.660559262021502891e-01
1.000000000000000000e+00 1.370000000000000000e+02 9.910181383267419042e-02
1.000000000000000000e+00 1.380000000000000000e+02 1.841316026702450315e-01
1.000000000000000000e+00 1.390000000000000000e+02 2.400321887251104513e-01
1.000000000000000000e+00 1.400000000000000000e+02 9.426772741988129201e-02
2.000000000000000000e+00 3.000000000000000000e+00 4.895142619789087934e-01
2.000000000000000000e+00 4.000000000000000000e+00 4.713348410338609740e-01
2.000000000000000000e+00 5.000000000000000000e+00 3.917079988511656952e-01
2.000000000000000000e+00 6.000000000000000000e+00 3.411060917697527062e-01
2.000000000000000000e+00 7.000000000000000000e+00 3.615478322814473788e-01
2.000000000000000000e+00 8.000000000000000000e+00 3.586353611436013944e-01
2.000000000000000000e+00 9.000000000000000000e+00 5.107422362329188115e-01
2.000000000000000000e+00 1.000000000000000000e+01 1.520561729088770742e-01
2.000000000000000000e+00 1.100000000000000000e+01 2.265062277375919919e-01
2.000000000000000000e+00 1.200000000000000000e+01 2.018964188826744000e-01
2.000000000000000000e+00 1.300000000000000000e+01 2.392558781610894247e-01
2.000000000000000000e+00 1.400000000000000000e+01 3.229862272331309736e-01
2.000000000000000000e+00 1.500000000000000000e+01 2.659474280531136658e-01
2.000000000000000000e+00 1.600000000000000000e+01 1.732503820246651671e-01
2.000000000000000000e+00 1.700000000000000000e+01 2.864321230323916279e-01
2.000000000000000000e+00 1.800000000000000000e+01 3.363525359980188978e-01
2.000000000000000000e+00 1.900000000000000000e+01 3.767972362099817341e-01
2.000000000000000000e+00 2.000000000000000000e+01 3.552336598449213345e-01
2.000000000000000000e+00 2.100000000000000000e+01 3.349568634883460239e-01
2.000000000000000000e+00 2.200000000000000000e+01 2.461556911403190440e-01
2.000000000000000000e+00 2.300000000000000000e+01 1.837477090545832636e-01
2.000000000000000000e+00 2.400000000000000000e+01 1.771656108658077045e-01
2.000000000000000000e+00 2.500000000000000000e+01 2.292866886317384278e-01
2.000000000000000000e+00 2.600000000000000000e+01 1.457298475238694713e-01
2.000000000000000000e+00 2.700000000000000000e+01 9.470218017156820101e-02
2.000000000000000000e+00 2.800000000000000000e+01 2.356596217916929747e-01
2.000000000000000000e+00 2.900000000000000000e+01 1.530122827456863455e-01
