47,12
2,2
41,5
114,15
138,20
29,10
101,13
23,8
103,12
69,9
65,16
28,5
5,3
104,10
108,11
63,12
62,12
58,8
21,3
8,3
46,6
134,7
14,1
61,6
44,8
118,18
105,16
124,5
48,10
59,6
131,10
39,10
17,1
52,8
26,9
10,2
113,15
70,10
36,2
125,10
107,10
133,20
6,6
123,18
24,10
34,2
37,1
54,9
120,9
57,5
42,2
33,2
68,9
53,5
3,3
40,3
35,1
102,10
129,10
140,15
1,2
116,10
126,9
15,1
56,5
27,10
45,5
130,11
13,8
60,6
51,6
66,10
67,9
64,1
106,15
115,15
4,2
12,20
9,2
117,9
128,11
22,8
25,2
7,5
38,5
18,1
49,10
16,8
20,1
137,15
127,16
32,3
136,5
11,6
43,8
19,0
139,11
109,10
122,8
55,8
132,18
31,3
111,1
112,1
119,6
110,2
30,5
50,3
135,12
121,10
