136,2
22,1
50,3
13,0
124,0
35,0
125,2
107,0
15,3
47,0
4,2
52,0
65,0
30,2
46,0
130,0
56,3
19,1
54,0
132,4
53,0
102,0
129,0
26,2
116,5
69,4
67,0
108,0
63,2
5,0
105,5
60,0
68,0
1,0
140,3
138,6
27,1
42,0
32,0
39,2
58,3
128,0
36,0
45,2
103,0
23,2
127,0
24,0
18,1
104,0
115,0
44,3
2,0
118,5
117,0
16,4
49,5
6,3
28,0
109,5
8,0
31,0
14,2
38,0
25,0
134,3
113,5
29,2
55,3
7,2
123,0
17,0
112,0
43,3
121,0
70,5
57,3
51,0
139,8
131,4
34,0
9,0
66,0
133,3
12,5
106,8
62,3
110,0
119,5
61,3
122,0
41,0
48,0
137,5
37,0
33,0
59,3
3,0
114,0
11,2
40,3
64,0
120,4
21,0
10,0
135,10
101,0
111,0
20,0
126,0
