52,2
69,3
130,4
108,5
118,8
128,3
62,5
110,5
133,10
18,3
26,3
66,4
63,5
106,9
48,3
123,14
58,6
111,5
9,4
36,4
16,5
70,5
24,2
20,3
124,4
105,16
135,6
138,8
46,3
65,4
115,4
25,1
112,2
22,1
23,2
47,6
59,6
61,5
117,3
103,5
119,9
33,1
1,1
6,3
136,12
116,10
14,2
30,1
57,6
31,1
32,2
121,3
35,1
140,4
126,5
7,3
5,1
41,3
45,2
21,2
40,2
37,1
102,3
127,7
11,3
101,8
38,2
53,1
2,3
125,4
129,3
27,1
19,2
49,4
64,2
56,2
113,4
15,1
122,6
54,3
109,10
3,2
60,2
4,1
137,6
114,4
17,2
107,5
44,3
39,2
132,14
67,2
68,2
12,3
134,5
50,4
34,1
13,4
55,3
120,5
139,8
104,6
42,3
29,2
8,1
10,2
51,3
131,3
28,2
43,3
