105,3
63,2
121,4
107,0
140,0
51,0
130,0
103,0
23,2
136,0
128,0
119,5
43,0
125,0
113,0
3,0
34,0
70,2
12,2
40,0
21,0
59,0
38,0
32,0
131,0
13,0
24,1
106,0
36,0
5,0
68,0
60,3
8,0
116,0
55,0
19,0
2,0
112,0
11,0
139,0
45,0
133,0
18,0
138,0
56,0
9,0
20,0
50,3
123,0
29,0
66,0
6,0
118,0
53,0
1,0
39,0
48,1
64,0
30,0
120,0
42,0
134,0
104,0
135,0
17,0
4,0
26,1
101,0
33,0
124,0
37,0
126,0
54,1
127,0
46,0
67,0
114,0
52,0
65,0
31,0
49,1
137,0
28,0
117,0
10,0
16,0
57,0
25,0
69,0
58,0
132,0
129,0
109,3
35,0
15,0
61,0
102,0
115,0
44,0
47,0
111,0
41,0
7,0
122,0
108,0
62,0
110,0
22,0
27,0
14,0
