55,0
21,0
41,0
59,0
19,0
127,0
3,0
53,0
48,0
2,0
51,0
58,4
139,0
14,0
31,0
130,0
69,0
102,0
134,0
11,0
108,0
137,0
43,3
112,0
62,2
115,0
18,0
122,0
132,0
50,0
129,0
45,3
12,0
23,0
47,2
24,0
13,0
15,0
57,4
114,0
35,0
133,0
60,0
25,0
140,0
4,1
120,0
16,0
42,0
9,0
65,0
104,0
125,0
109,0
68,0
67,0
101,0
38,0
44,0
121,0
64,2
6,1
107,0
34,0
111,0
56,2
61,0
36,0
63,0
128,0
40,0
27,0
66,0
54,0
10,0
135,0
17,0
118,0
26,0
126,4
46,0
113,0
123,0
29,0
39,0
131,0
105,0
52,2
103,0
22,0
110,0
8,0
37,0
32,0
20,1
124,0
70,4
7,0
117,0
138,0
119,0
106,0
5,0
33,0
116,0
136,0
49,0
1,0
28,0
30,0
